ID,Name,Age,OVA,Nationality,Club,BOV,BP,Position,POT,Team & Contract,Height,Weight,foot,Growth,Joined,Loan Date End,Value,Wage,Release Clause,Contract,Gender
257730,A. Blejdea,24,63,Romania,FC Argeș,65,RM,LW CF RW,69,FC Argeș 2019 ~ 2021,"6'0""",165lbs,Right,6,"Jul 1, 2019",,€500K,€2K,€775K,2019 ~ 2021,Male
257734,I. Năstăsie,28,64,Romania,FC Argeș,64,CAM,CAM RW LW,64,FC Argeș 2016 ~ 2021,"5'10""",161lbs,Right,0,"Jan 6, 2016",,€450K,€2K,€608K,2016 ~ 2021,Male
257748,M. Stolt,19,49,Sweden,Östersunds FK,52,CAM,CM,67,Östersunds FK 2020 ~ 2022,"6'2""",152lbs,Right,18,"Aug 3, 2020",,€60K,€500,€113K,2020 ~ 2022,Male
257768,N. Mosti,22,60,Italy,AC Monza,63,LM,CAM,67,AC Monza 2019 ~ 2024,"5'10""",161lbs,Left,7,"Aug 2, 2019",,€300K,€800,€540K,2019 ~ 2024,Male
257769,L. Lombardi,17,54,Italy,AC Monza,57,CAM,CM,73,AC Monza 2020 ~ 2024,"5'9""",148lbs,Left,19,"Jan 2, 2020",,€130K,€500,€289K,2020 ~ 2024,Male
257771,J. Juranović,24,68,Croatia,Legia Warszawa,68,RB,RB,73,Legia Warszawa 2020 ~ 2023,"5'8""",152lbs,Right,5,"Jul 31, 2020",,€1.1M,€4K,€1.6M,2020 ~ 2023,Male
257776,L. Gordon,21,55,Guyana,Bolton Wanderers,55,LB,LB,69,Bolton Wanderers 2020 ~ 2022,"5'11""",165lbs,Left,14,"Aug 1, 2020",,€160K,€2K,€380K,2020 ~ 2022,Male
257778,H. Crosthwaite,17,54,Germany,SV Darmstadt 98,56,ST,ST CF,73,SV Darmstadt 98 2020 ~ 2023,"5'9""",154lbs,Right,19,"Jul 23, 2020",,€140K,€650,€312K,2020 ~ 2023,Male
257779,M. Großer,18,50,Germany,SG Dynamo Dresden,51,CDM,CDM CB,62,SG Dynamo Dresden 2020 ~ 2021,"6'2""",179lbs,Right,12,"Jul 30, 2020",,€45K,€500,€74K,2020 ~ 2021,Male
257780,J. Davidson,19,49,Scotland,Waterford FC,51,CB,CDM,60,Waterford FC 2020 ~ 2020,"6'1""",179lbs,Right,11,"Jul 31, 2020",,€45K,€500,€79K,2020 ~ 2020,Male
257781,J. Da Riva,19,61,Italy,Atalanta,63,CM,CM,74,Atalanta 2019 ~ 2024,"6'2""",174lbs,Right,13,"Jul 1, 2019",,€475K,€4K,€1.1M,2019 ~ 2024,Male
257784,E. Lira,20,63,Mexico,U.N.A.M.,65,CAM,CM,79,U.N.A.M. 2020 ~ 2024,"5'9""",143lbs,Right,16,"Jul 1, 2020",,€800K,€2K,€1.9M,2020 ~ 2024,Male
257785,M. Brescianini,20,62,Italy,Milan,63,CM,CDM CM,73,Milan 2017 ~ 2024,"6'2""",172lbs,Left,11,"Jul 1, 2017",,€475K,€4K,€903K,2017 ~ 2024,Male
257786,C. Dalle Mura,18,60,Italy,Fiorentina,62,CB,CB,76,Fiorentina 2019 ~ 2022,"5'11""",154lbs,Left,16,"Jul 1, 2019",,€400K,€2K,€930K,2019 ~ 2022,Male
257788,D. Dassy,17,54,Belgium,KV Mechelen,54,LB,LB,74,KV Mechelen 2020 ~ 2021,"5'9""",143lbs,Left,20,"Jul 1, 2020",,€120K,€500,€300K,2020 ~ 2021,Male
257790,J. Reid,18,58,Scotland,Ross County FC,58,LB,LB,73,Ross County FC 2020 ~ 2021,"5'10""",157lbs,Left,15,"Jul 1, 2020",,€240K,€500,€570K,2020 ~ 2021,Male
257793,R. Richards,16,54,England,West Bromwich Albion,55,LM,LM CAM,80,West Bromwich Albion 2020 ~ 2023,"5'10""",150lbs,Left,26,"Aug 4, 2020",,€150K,€1K,€450K,2020 ~ 2023,Male
257799,V. Buhăcianu,26,62,Romania,UTA Arad,64,ST,ST,65,UTA Arad 2019 ~ 2021,"6'0""",154lbs,Right,3,"Jul 1, 2019",,€375K,€2K,€534K,2019 ~ 2021,Male
257803,D. Miculescu,19,59,Romania,UTA Arad,60,RM,RM,74,UTA Arad 2018 ~ 2021,"6'2""",192lbs,Right,15,"Jul 1, 2018",,€325K,€650,€642K,2018 ~ 2021,Male
257811,D. Isac,19,59,Romania,UTA Arad,60,CDM,CDM,75,UTA Arad 2018 ~ 2021,"5'11""",154lbs,Right,16,"Jul 1, 2018",,€325K,€550,€642K,2018 ~ 2021,Male
257812,D. Hrezdac,18,53,Romania,UTA Arad,54,CDM,CDM,73,UTA Arad 2018 ~ 2024,"6'0""",161lbs,Right,20,"Jul 1, 2018",,€110K,€500,€259K,2018 ~ 2024,Male
257820,S. Rumbullaku,28,61,Albania,UTA Arad,61,LB,LB,61,UTA Arad 2020 ~ 2021,"5'8""",157lbs,Left,0,"Jan 20, 2020",,€220K,€1K,€297K,2020 ~ 2021,Male
257821,A. Ndao,23,69,Senegal,Fatih Karagümrük S.K.,71,RM,RW LW,76,Fatih Karagümrük S.K. 2020 ~ 2022,"5'9""",150lbs,Right,7,"Jan 10, 2020",,€1.5M,€7K,€3.3M,2020 ~ 2022,Male
257826,A. Karagülmez,25,59,Netherlands,Hatayspor,60,CDM,CDM,63,Hatayspor 2019 ~ 2021,"6'1""",174lbs,Right,4,"Jun 30, 2019",,€180K,€2K,€365K,2019 ~ 2021,Male
257830,J. Akomadi,20,65,Ghana,Hatayspor,67,CAM,LW RW LM,74,Hatayspor 2019 ~ 2023,"5'11""",165lbs,Left,9,"Jan 1, 2019",,€850K,€3K,€1.8M,2019 ~ 2023,Male
257847,J. Rabold,19,58,Germany,Karlsruher SC,59,RWB,RB,72,Karlsruher SC 2020 ~ 2022,"5'8""",137lbs,Right,14,"Jul 1, 2020",,€250K,€1K,€544K,2020 ~ 2022,Male
257857,M. Heiland,18,54,Germany,Eintracht Braunschweig,56,CM,CM CDM CAM,68,Eintracht Braunschweig 2020 ~ 2021,"5'11""",165lbs,Right,14,"Aug 3, 2020",,€140K,€850,€305K,2020 ~ 2021,Male
257858,O. Urunov,19,64,Uzbekistan,Spartak Moscow,66,CAM,CAM,77,Spartak Moscow 2020 ~ 2025,"6'3""",185lbs,Right,13,"Aug 5, 2020",,€850K,€6K,€1.9M,2020 ~ 2025,Male
257859,M. Palumbo,18,56,Norway,Udinese,61,CAM,CM,76,Udinese 2020 ~ 2025,"6'1""",165lbs,Left,20,"Aug 3, 2020",,€180K,€950,€504K,2020 ~ 2025,Male
257862,J. Belshaw,29,60,England,Harrogate Town,60,GK,GK,60,Harrogate Town 2017 ~ 2023,"6'3""",170lbs,Right,0,"Jul 1, 2017",,€150K,€1K,€263K,2017 ~ 2023,Male
257863,C. Hall,27,60,England,Harrogate Town,62,CB,CB,62,Harrogate Town 2019 ~ 2021,"6'4""",174lbs,Left,2,"Jul 1, 2019",,€220K,€2K,€402K,2019 ~ 2021,Male
257864,J. Emmett,26,57,England,Harrogate Town,60,RM,CM,59,Harrogate Town 2014 ~ 2021,"5'9""",157lbs,Right,2,"Aug 1, 2014",,€120K,€2K,€219K,2014 ~ 2021,Male
257865,J. Jones,23,53,Wales,Barrow,55,CB,CB,62,Barrow 2020 ~ 2022,"6'4""",170lbs,Right,9,"Jul 31, 2020",,€80K,€1K,€156K,2020 ~ 2022,Male
257866,N. Fernández Mercau,20,61,Argentina,San Lorenzo de Almagro,63,LM,LB LW,73,San Lorenzo de Almagro 2020 ~ 2023,"5'8""",146lbs,Left,12,"Jul 31, 2020",,€400K,€2K,€680K,2020 ~ 2023,Male
257867,P. Ríos,20,59,Mexico,Club América,63,LM,CM CAM,75,Club América 2019 ~ 2024,"5'10""",137lbs,Left,16,"Jul 1, 2019",,€350K,€4K,€814K,2019 ~ 2024,Male
257868,S. Naveda,19,60,Mexico,Club América,62,CM,CM CDM,73,Club América 2019 ~ 2022,"5'11""",161lbs,Right,13,"Jul 1, 2019",,€375K,€3K,€872K,2019 ~ 2022,Male
257870,L. Jamieson,18,55,Scotland,St. Mirren,57,ST,ST,75,St. Mirren 2020 ~ 2021,"5'7""",154lbs,Right,20,"Jul 1, 2020",,€170K,€550,€468K,2020 ~ 2021,Male
257872,G. Thomson,28,58,England,Harrogate Town,58,RM,RM LM,58,Harrogate Town 2017 ~ 2022,"5'9""",152lbs,Left,0,"Jul 1, 2017",,€130K,€2K,€228K,2017 ~ 2022,Male
257873,W. Burrell,30,59,England,Harrogate Town,59,RB,RB CM,59,Harrogate Town 2016 ~ 2022,"5'10""",159lbs,Right,0,"Jan 1, 2016",,€120K,€2K,€210K,2016 ~ 2022,Male
257874,A. Martin,28,57,England,Harrogate Town,57,ST,ST,57,Harrogate Town 2020 ~ 2021,"6'0""",163lbs,Right,0,"Mar 16, 2020",,€110K,€2K,€193K,2020 ~ 2021,Male
257876,N. Seiwald,19,63,Austria,FC Red Bull Salzburg,65,CM,CM CDM,77,FC Red Bull Salzburg 2020 ~ 2024,"5'10""",154lbs,Right,14,"Aug 1, 2020",,€775K,€3K,€1.6M,2020 ~ 2024,Male
257877,J. Adamu,19,66,Austria,FC Red Bull Salzburg,68,ST,ST,80,FC Red Bull Salzburg 2020 ~ 2023,"6'0""",161lbs,Right,14,"Aug 1, 2020",,€1.4M,€5K,€3M,2020 ~ 2023,Male
257878,P. Pokorný,18,63,Slovakia,SKN St. Pölten,64,CDM,CDM,78,"SKN St. Pölten Jun 30, 2021 On Loan","6'0""",168lbs,Right,15,"Jul 2, 2019","Jun 30, 2021",€725K,€650,€0,"Jun 30, 2021 On Loan",Male
257885,T. Tomić,29,64,Bosnia Herzegovina,FC Admira Wacker Mödling,65,CDM,CM CDM,64,FC Admira Wacker Mödling 2020 ~ 2023,"6'0""",161lbs,Left,0,"Aug 6, 2020",,€425K,€3K,€616K,2020 ~ 2023,Male
257888,L. Hakim,18,56,Malaysia,KV Kortrijk,59,CAM,ST CF,75,KV Kortrijk 2020 ~ 2025,"5'7""",143lbs,Right,19,"Aug 6, 2020",,€190K,€1K,€404K,2020 ~ 2025,Male
257889,K. Jakić,23,70,Croatia,Dinamo Zagreb,71,CDM,CDM CM,77,Dinamo Zagreb 2020 ~ 2025,"5'11""",172lbs,Right,7,"Jul 24, 2020",,€2.3M,€500,€5.5M,2020 ~ 2025,Male
257892,A. Pavlesic,17,55,Australia,Sydney FC,55,GK,GK,75,Sydney FC 2020 ~ 2020,"6'2""",165lbs,Right,20,"Jul 17, 2020",,€130K,€500,€293K,2020 ~ 2020,Male
257895,B. McManus,18,50,Republic of Ireland,Shelbourne FC,52,CM,CM,64,Shelbourne FC 2020 ~ 2020,"5'10""",161lbs,Left,14,"Jul 22, 2020",,€60K,€500,€131K,2020 ~ 2020,Male
257896,N. Patterson,18,56,Scotland,Rangers FC,56,RB,RB,76,Rangers FC 2019 ~ 2022,"5'10""",146lbs,Right,20,"Dec 21, 2019",,€170K,€2K,€476K,2019 ~ 2022,Male
257899,K. Fujimoto,21,61,Japan,Gil Vicente FC,63,LM,RW LW,70,Gil Vicente FC 2018 ~ 2024,"5'9""",152lbs,Left,9,"Feb 1, 2018",,€400K,€2K,€900K,2018 ~ 2024,Male
257900,S. Olberkis,23,54,Lithuania,Sligo Rovers,56,CB,CB,61,Sligo Rovers 2020 ~ 2020,"6'4""",194lbs,Right,7,"Aug 6, 2020",,€90K,€500,€158K,2020 ~ 2020,Male
257901,H. Holguín,19,57,United States,Santos Laguna,57,GK,GK,72,Santos Laguna 2020 ~ 2022,"5'11""",150lbs,Right,15,"Aug 1, 2020",,€190K,€1K,€442K,2020 ~ 2022,Male
257903,O. Karakullukçu,28,61,Turkey,BB Erzurumspor,61,ST,ST,61,BB Erzurumspor 2019 ~ 2021,"6'2""",168lbs,Right,0,"Aug 7, 2019",,€250K,€3K,€488K,2019 ~ 2021,Male
257904,O. Jaiteh,21,62,Gambia,CD Tenerife,64,CB,CB,73,CD Tenerife 2019 ~ 2022,"6'4""",209lbs,Right,11,"Jul 1, 2019",,€475K,€1K,€855K,2019 ~ 2022,Male
257905,M. Ba,20,58,Mali,BB Erzurumspor,59,CM,CDM,68,BB Erzurumspor 2019 ~ 2022,"5'9""",152lbs,Right,10,"Jan 23, 2019",,€190K,€2K,€409K,2019 ~ 2022,Male
257911,E. Aygören,20,58,Turkey,MKE Ankaragücü,61,CAM,CM,67,MKE Ankaragücü 2018 ~ 2023,"5'9""",157lbs,Left,9,"Oct 4, 2018",,€200K,€3K,€440K,2018 ~ 2023,Male
257912,B. Gürbüz,17,55,Turkey,MKE Ankaragücü,56,RM,LM,76,MKE Ankaragücü 2019 ~ 2022,"5'8""",150lbs,Right,21,"Aug 8, 2019",,€170K,€500,€510K,2019 ~ 2022,Male
257920,C. Tengstedt,20,57,Denmark,AC Horsens,59,ST,ST,72,"AC Horsens Jun 30, 2021 On Loan","6'1""",176lbs,Right,15,"Jun 27, 2019","Jun 30, 2021",€230K,€2K,€0,"Jun 30, 2021 On Loan",Male
257924,B. Letić,27,66,Bosnia Herzegovina,CD Mirandés,66,LB,LB LM,67,CD Mirandés 2020 ~ 2022,"6'0""",172lbs,Left,1,"Aug 6, 2020",,€650K,€3K,€1.1M,2020 ~ 2022,Male
257927,A. Zapata,19,59,Mexico,Monterrey,61,CAM,CM,74,Monterrey 2020 ~ 2024,"5'3""",132lbs,Right,15,"Aug 1, 2020",,€325K,€3K,€756K,2020 ~ 2024,Male
257932,L. Brooks,19,54,Australia,Melbourne Victory,55,RM,RM RW,68,Melbourne Victory 2020 ~ 2020,"5'9""",143lbs,Right,14,"Jul 1, 2020",,€150K,€850,€281K,2020 ~ 2020,Male
257936,Song Yue,28,47,China PR,Tianjin TEDA FC,49,RM,CM,47,Tianjin TEDA FC 2020 ~ 2022,"6'1""",174lbs,Right,0,"Aug 1, 2020",,€30K,€2K,€47K,2020 ~ 2022,Male
257942,Uriarte,19,60,Spain,CD Mirandés,62,ST,ST,75,CD Mirandés 2020 ~ 2024,"5'11""",150lbs,Right,15,"Jan 1, 2020",,€450K,€1K,€979K,2020 ~ 2024,Male
257944,L. Zjawiński,18,56,Poland,Stal Mielec,58,ST,ST,72,Stal Mielec 2020 ~ 2023,"6'3""",183lbs,Right,16,"Aug 8, 2020",,€190K,€500,€375K,2020 ~ 2023,Male
257945,S. Milić,19,65,Montenegro,Dinamo Zagreb,67,CB,CB,75,Dinamo Zagreb 2020 ~ 2025,"6'1""",163lbs,Right,10,"Jul 21, 2020",,€775K,€500,€1.9M,2020 ~ 2025,Male
257951,M. Thiel,18,59,Belgium,SV Zulte-Waregem,61,CB,CB LB CDM,73,SV Zulte-Waregem 2018 ~ 2021,"6'2""",165lbs,Left,14,"Jul 1, 2018",,€300K,€650,€638K,2018 ~ 2021,Male
257956,J. Elitim,21,63,Colombia,SD Ponferradina,65,CAM,CAM LM RM,72,"SD Ponferradina Jun 30, 2021 On Loan","5'7""",148lbs,Left,9,"Jul 1, 2018","Jun 30, 2021",€575K,€2K,€0,"Jun 30, 2021 On Loan",Male
257961,T. van Grunsven,20,58,Netherlands,RKC Waalwijk,60,CB,CB,64,RKC Waalwijk 2020 ~ 2021,"6'4""",185lbs,Right,6,"Jul 1, 2020",,€160K,€850,€264K,2020 ~ 2021,Male
257962,L. Wouters,21,59,Netherlands,RKC Waalwijk,61,CB,CB LB,66,RKC Waalwijk 2020 ~ 2021,"6'0""",172lbs,Left,7,"Jul 1, 2020",,€200K,€850,€330K,2020 ~ 2021,Male
257963,T. Hall,23,64,Luxembourg,Gil Vicente FC,66,CB,CB,73,Gil Vicente FC 2020 ~ 2022,"6'3""",187lbs,Left,9,"Aug 8, 2020",,€625K,€2K,€1.4M,2020 ~ 2022,Male
257966,E. Torres,20,58,Mexico,Guadalajara,62,CDM,CM CDM,67,Guadalajara 2020 ~ 2023,"5'10""",161lbs,Right,9,"Jul 1, 2020",,€200K,€5K,€380K,2020 ~ 2023,Male
257970,W. Kamanzi,19,54,Norway,Rosenborg BK,54,RB,RB,71,Rosenborg BK 2020 ~ 2021,"5'11""",154lbs,Right,17,"Aug 3, 2020",,€140K,€600,€270K,2020 ~ 2021,Male
257973,T. Christiansen,19,53,Denmark,Aalborg BK,55,CB,CB,70,Aalborg BK 2020 ~ 2021,"6'1""",176lbs,Right,17,"Aug 1, 2020",,€120K,€1K,€225K,2020 ~ 2021,Male
257980,D. Ndoye,19,65,Switzerland,OGC Nice,66,RM,RW LW ST,78,OGC Nice 2020 ~ 2024,"6'0""",172lbs,Right,13,"Jan 27, 2020",,€1M,€5K,€2.5M,2020 ~ 2024,Male
257981,J. Niewiadomski,18,56,Poland,Lech Poznań,56,LB,LB,72,Lech Poznań 2020 ~ 2022,"6'0""",165lbs,Left,16,"Feb 26, 2020",,€170K,€500,€336K,2020 ~ 2022,Male
257984,V. Borcea,18,52,Romania,Dinamo Bucureşti,53,CDM,CDM CM,70,Dinamo Bucureşti 2020 ~ 2025,"5'9""",157lbs,Right,18,"Jul 1, 2020",,€100K,€500,€198K,2020 ~ 2025,Male
257991,F. Price,18,52,England,Morecambe,54,CAM,CAM,69,Morecambe 2020 ~ 2021,"6'0""",154lbs,Right,17,"Jul 2, 2020",,€100K,€600,€238K,2020 ~ 2021,Male
257993,M. Malenica,26,62,Croatia,Lech Poznań,62,GK,GK,67,Lech Poznań 2013 ~ 2022,"6'4""",185lbs,Right,5,"Jan 14, 2013",,€300K,€2K,€428K,2013 ~ 2022,Male
257995,A. Wahab Ibrahim,21,62,Ghana,Famalicão,62,LB,LB,70,Famalicão 2020 ~ 2023,"5'11""",159lbs,Left,8,"Aug 10, 2020",,€400K,€1K,€920K,2020 ~ 2023,Male
257996,D. Bokov,17,49,Russia,PFC CSKA Moscow,49,GK,GK,68,PFC CSKA Moscow 2020 ~ 2024,"6'0""",172lbs,Right,19,"Aug 1, 2020",,€50K,€500,€111K,2020 ~ 2024,Male
257998,Victor Méndez,20,62,Spain,CD Tenerife,62,GK,GK,76,CD Tenerife 2020 ~ 2024,"6'2""",176lbs,Right,14,"Jul 1, 2020",,€575K,€950,€1.3M,2020 ~ 2024,Male
257999,G. Székely,25,52,Hungary,TSV 1860 München,52,GK,GK,57,TSV 1860 München 2020 ~ 2021,"6'2""",198lbs,Right,5,"Jul 1, 2020",,€50K,€500,€76K,2020 ~ 2021,Male
258001,M. Gresler,17,49,Germany,TSV 1860 München,49,LB,LB,67,TSV 1860 München 2020 ~ 2023,"5'10""",157lbs,Left,18,"Feb 29, 2020",,€50K,€500,€104K,2020 ~ 2023,Male
258002,A. Agbowo,18,51,Germany,TSV 1860 München,56,CAM,CM,66,TSV 1860 München 2020 ~ 2021,"5'11""",159lbs,Right,15,"Jul 1, 2020",,€80K,€500,€166K,2020 ~ 2021,Male
258003,M. Mannhardt,17,49,Germany,TSV 1860 München,51,CDM,CDM,66,TSV 1860 München 2020 ~ 2021,"6'0""",148lbs,Right,17,"Jul 1, 2020",,€50K,€500,€104K,2020 ~ 2021,Male
258004,J. Ngounou Djayo,19,52,Germany,TSV 1860 München,53,ST,CF CAM,66,TSV 1860 München 2020 ~ 2022,"6'1""",179lbs,Right,14,"Jul 1, 2020",,€110K,€500,€228K,2020 ~ 2022,Male
258005,M. Ćoćić,17,48,Serbia,TSV 1860 München,49,LM,LW CAM,67,TSV 1860 München 2020 ~ 2021,"6'0""",154lbs,Left,19,"Jul 1, 2020",,€60K,€500,€125K,2020 ~ 2021,Male
258006,M. Durrans,21,52,England,TSV 1860 München,54,ST,ST,61,TSV 1860 München 2020 ~ 2021,"6'0""",165lbs,Right,9,"Jul 1, 2020",,€80K,€500,€132K,2020 ~ 2021,Male
258012,N. Kotin,17,56,Russia,PFC CSKA Moscow,58,CB,CB,72,PFC CSKA Moscow 2020 ~ 2023,"6'2""",165lbs,Left,16,"Jan 31, 2020",,€170K,€500,€378K,2020 ~ 2023,Male
258015,F. Ioannidis,20,65,Greece,Panathinaikos FC,67,ST,ST CF,78,Panathinaikos FC 2020 ~ 2024,"6'2""",176lbs,Right,13,"Aug 10, 2020",,€1.1M,€500,€3.1M,2020 ~ 2024,Male
258017,K. Munro,18,50,Scotland,Hamilton Academical FC,51,LM,LM LW,71,Hamilton Academical FC 2019 ~ 2021,"5'10""",154lbs,Left,21,"Jul 1, 2019",,€70K,€500,€193K,2019 ~ 2021,Male
258027,M. Marić,25,70,Croatia,AC Monza,72,ST,ST,75,AC Monza 2020 ~ 2025,"6'2""",176lbs,Left,5,"Aug 11, 2020",,€2.4M,€3K,€4M,2020 ~ 2025,Male
258031,F. Palmowski,19,61,Germany,Hertha BSC,61,GK,GK,78,Hertha BSC 2020 ~ 2022,"6'1""",172lbs,Right,17,"Jul 1, 2020",,€450K,€2K,€1M,2020 ~ 2022,Male
258033,O. Rekik,18,63,Netherlands,Hertha BSC,65,CB,CB,85,Hertha BSC 2020 ~ 2022,"6'1""",176lbs,Right,22,"Jul 1, 2020",,€775K,€2K,€2.1M,2020 ~ 2022,Male
258034,Toni Herrero,19,64,Spain,Levante UD,65,LM,LB,80,Levante UD 2019 ~ 2025,"5'10""",163lbs,Left,16,"Jul 1, 2019",,€900K,€3K,€2.5M,2019 ~ 2025,Male
258035,Y. Hussain,19,55,Scotland,Motherwell,57,CB,CB,65,Motherwell 2018 ~ 2021,"6'2""",159lbs,Left,10,"Jan 31, 2018",,€110K,€600,€215K,2018 ~ 2021,Male
258040,G. Papanikolaou,21,63,Greece,Raków Częstochowa,66,CDM,CM LM,75,Raków Częstochowa 2020 ~ 2021,"6'0""",161lbs,Right,12,"Aug 11, 2020",,€650K,€1K,€1M,2020 ~ 2021,Male
258041,Novoa,17,60,Spain,RB Leipzig,62,ST,ST,78,RB Leipzig 2020 ~ 2021,"5'9""",143lbs,Right,18,"Jul 1, 2020",,€425K,€2K,€988K,2020 ~ 2021,Male
258042,Y. Brugger,19,58,Germany,Eintracht Frankfurt,60,CB,CB,70,Eintracht Frankfurt 2020 ~ 2021,"6'3""",179lbs,Right,12,"Jul 1, 2020",,€200K,€2K,€380K,2020 ~ 2021,Male
258044,L. Fahrnberger,19,55,Austria,Eintracht Frankfurt,58,CDM,CM,68,Eintracht Frankfurt 2020 ~ 2021,"5'10""",148lbs,Right,13,"Jul 1, 2020",,€150K,€2K,€349K,2020 ~ 2021,Male
258045,M. Wyjadłowski,20,53,Poland,Jagiellonia Białystok,54,RM,RM,63,Jagiellonia Białystok 2020 ~ 2023,"5'8""",148lbs,Right,10,"Aug 10, 2020",,€100K,€1K,€155K,2020 ~ 2023,Male
258050,J. Brown,19,57,England,Derby County,58,CB,LB RB CB,72,Derby County 2019 ~ 2022,"5'11""",159lbs,Right,15,"Jun 3, 2019",,€210K,€2K,€530K,2019 ~ 2022,Male
258054,M. Canadi,22,63,Austria,SV Ried,64,CAM,LM CAM,70,SV Ried 2020 ~ 2022,"6'1""",168lbs,Left,7,"Aug 11, 2020",,€525K,€2K,€866K,2020 ~ 2022,Male
258056,S. Long,17,53,England,Lincoln City,53,GK,GK,69,Lincoln City 2019 ~ 2023,"6'0""",168lbs,Right,16,"Apr 23, 2019",,€100K,€500,€238K,2019 ~ 2023,Male
258081,L. Martínez Dupuy,19,59,Mexico,Rosario Central,61,ST,ST,74,Rosario Central 2020 ~ 2022,"5'10""",154lbs,Right,15,"Jul 15, 2020",,€325K,€2K,€691K,2020 ~ 2022,Male
258085,E. Dos Santos Heasler,21,61,Germany,SV Werder Bremen,61,GK,GK,69,SV Werder Bremen 2020 ~ 2022,"6'5""",198lbs,Right,8,"Aug 1, 2020",,€300K,€2K,€570K,2020 ~ 2022,Male
258092,D. Huisman,17,60,Netherlands,Vitesse,63,CAM,CM CAM,76,Vitesse 2020 ~ 2022,"5'10""",146lbs,Right,16,"Aug 7, 2020",,€400K,€500,€850K,2020 ~ 2022,Male
258093,M. Manhoef,18,58,Netherlands,Vitesse,60,LM,LB CM,74,Vitesse 2020 ~ 2021,"5'7""",152lbs,Left,16,"Aug 7, 2020",,€240K,€750,€510K,2020 ~ 2021,Male
258095,J. Aude,17,59,Argentina,Club Atlético Lanús,60,LM,LB,77,Club Atlético Lanús 2020 ~ 2024,"5'11""",146lbs,Left,18,"Aug 12, 2020",,€275K,€500,€584K,2020 ~ 2024,Male
258102,E. Chislett,21,60,South Africa,AFC Wimbledon,63,RM,CAM LM,68,AFC Wimbledon 2020 ~ 2021,"5'10""",154lbs,Right,8,"Aug 12, 2020",,€300K,€1K,€585K,2020 ~ 2021,Male
258103,M. Tanlongo,16,58,Argentina,Rosario Central,59,RM,RM,73,Rosario Central 2020 ~ 2022,"5'11""",139lbs,Right,15,"Jul 1, 2020",,€250K,€500,€531K,2020 ~ 2022,Male
258104,G. Infantino,17,56,Argentina,Rosario Central,59,LM,CAM RW,72,Rosario Central 2020 ~ 2023,"5'7""",139lbs,Left,16,"Mar 14, 2020",,€180K,€500,€383K,2020 ~ 2023,Male
258106,S. Kiefer,18,52,Germany,SG Dynamo Dresden,52,GK,GK,67,SG Dynamo Dresden 2020 ~ 2021,"6'0""",183lbs,Right,15,"Jul 1, 2020",,€90K,€500,€187K,2020 ~ 2021,Male
258108,F. Trinidad,18,57,Uruguay,Liverpool Fútbol Club,59,CAM,CAM,78,Liverpool Fútbol Club 2020 ~ 2024,"5'9""",154lbs,Right,21,"Aug 5, 2020",,€230K,€500,€725K,2020 ~ 2024,Male
258110,I. Golosov,18,57,Russia,Spartak Moscow,57,LB,LB,70,Spartak Moscow 2019 ~ 2024,"6'1""",159lbs,Left,13,"Aug 29, 2019",,€170K,€2K,€378K,2019 ~ 2024,Male
258111,I. Jackson Jr,23,58,England,Grimsby Town,60,ST,ST,64,Grimsby Town 2020 ~ 2022,"5'11""",159lbs,Right,6,"Aug 11, 2020",,€180K,€2K,€351K,2020 ~ 2022,Male
258121,A. Amoo,18,58,Nigeria,Hammarby IF,58,RW,RW,77,Hammarby IF 2020 ~ 2024,"5'4""",137lbs,Left,19,"Jun 8, 2020",,€250K,€500,€469K,2020 ~ 2024,Male
258125,A. Baldi,18,62,Argentina,Club Atlético Tigre,63,CDM,CDM,81,Club Atlético Tigre 2019 ~ 2022,"6'2""",165lbs,Left,19,"May 14, 2019",,€600K,€750,€1.2M,2019 ~ 2022,Male
258129,J. Jaloliddinov,18,60,Uzbekistan,Lokomotiv Moscow,61,LM,RW CAM LW,76,Lokomotiv Moscow 2020 ~ 2025,"5'5""",130lbs,Left,16,"Jul 29, 2020",,€425K,€3K,€946K,2020 ~ 2025,Male
258130,Jhonata Robert,20,63,Brazil,Famalicão,64,RM,LW RW,74,Famalicão 2020 ~ 2022,"5'10""",157lbs,Right,11,"Aug 1, 2020",,€625K,€2K,€1.4M,2020 ~ 2022,Male
258139,Raúl Moro,17,60,Spain,Lazio,61,CAM,LW CF,80,Lazio 2020 ~ 2022,"5'6""",132lbs,Right,20,"Jun 10, 2020",,€400K,€2K,€1.1M,2020 ~ 2022,Male
258154,N. Olsak,28,64,Argentina,RKC Waalwijk,64,CDM,CDM CM,65,RKC Waalwijk 2020 ~ 2021,"5'11""",170lbs,Right,1,"Aug 10, 2020",,€450K,€2K,€686K,2020 ~ 2021,Male
258156,Y. Meykher,20,60,Ukraine,UD Logroñés,60,GK,GK,71,UD Logroñés 2019 ~ 2021,"6'0""",168lbs,Right,11,"Jul 18, 2019",,€275K,€700,€481K,2019 ~ 2021,Male
258158,Patxi Dávila,23,59,Spain,UD Logroñés,59,LB,LB,68,UD Logroñés 2019 ~ 2021,"5'10""",161lbs,Left,9,"Jul 1, 2019",,€220K,€1K,€385K,2019 ~ 2021,Male
